headline,url,content,date_time,tags,article_number
Dhanteras 2024: 5 auspicious jewellery pieces everyone should purchase today,https://timesofindia.indiatimes.com/life-style/fashion/luxury/featured/dhanteras-2024-5-auspicous-jewellery-pieces-everyone-should-purchase-today/articleshow/114702642.cms,"  Dhanteras is the very first day of the five day long celebration of Diwali. It is celebrated by worshipping Lord Dhanvantari, symbolizing health and well-being. Buying gold or silver during this auspicious day is said tp invite prosperity and good fortune towards one's life. If you are going to buy something during Dhanteras, here are five pieces of jewellery that look beautiful but also carry significant meaning and may prove lucky for you in the long wrong.Gold banglesGold bangles have been one of the most classic pieces of jewellery across the Indian subcontinent, worn by women for ages. A gold bangle is a symbol of prosperity and marital bliss. It is said that purchasing gold bangles for Dhanteras can bring good luck as well as happiness to the house. Intricately designed bangles have a style to them; you can have Kundan work or simple minimalist. You can opt for elegant gold bangles that look good with all festive clothes, adding the much-needed shine to any outfit, thereby becoming versatile pieces for your jewellery box. Some believe that wearing gold bangles protects against negative energies and bad luck, serving as a shield for the wearer.Silver coinsSilver coins are a popular choice during Dhanteras as they are associated with wealth and prosperity. Traditionally, they often feature auspicious symbols or images of deities like Goddess Lakshmi or Lord Ganesha, which are thought to invite blessings and good fortune into the home. Buying silver coins is a great way to start or expand your collection of precious metals, as they can be stored easily and are less expensive than gold. They also make for thoughtful gifts, especially for family and friends, as they symbolize blessings and good fortune for the future. Gold necklacesA gold necklace is a classic piece that can elevate any outfit, whether it’s for a festive occasion or everyday wear. On Dhanteras, investing in a gold necklace is not just about style; it’s also about securing your financial future. A gold necklace often becomes a family heirloom passed down through generations, signifying love and legacy. Choose from a variety of styles, such as traditional temple designs, intricate gold chains, or modern statement pieces. A well-chosen necklace can serve as a stunning focal point for your attire and is sure to be cherished for years to come.Diamond or gemstone earringsThese days, these pieces of jewellery are trendy as part of Dhanteras. These just ravish yet symbolize luxurious style. Even in the case of earrings diamond, rubies, emeralds, or even sapphire can give an ultimate look to the wardrobe. Additionally, various kinds of jewel tones are found to carry different astro benefits. Like, prosperity is said to connected with the emerald while love and passion are reflected by the ruby. When you choose earrings, remember that these might become a precious piece of jewellery for you.Gold ringsAnother auspicious jewellery piece that you can consider on Dhanteras is the gold ring. Ringing represents commitment and unity. Therefore, it perfectly celebrates any given relationship with your partner, siblings, or even your self. A variety of styles from simple, classic plain bands to elaborate styles that feature intricately etched patterns or adorned with gems can be had. Sometimes, wearing gold rings symbolizes the wealth of fortune and good health because in most cultures it is a belief that wearing gold has a good aura. One can wear a gold ring daily or sometimes on some special occasions to make a good impression without any mess.Dhanteras is a time to celebrate wealth, health, and prosperity. Investing in these auspicious jewellery pieces not only enhances your collection but also serves as a way to honor traditions and invite positive energies into your life. Whether you choose gold bangles, silver coins, a stunning necklace, elegant earrings, or a meaningful ring, each piece carries its own significance and beauty. As you prepare for this auspicious occasion, remember that your purchases are more than just adornments—they are symbols of blessings, love, and prosperity for you and your family. Happy Dhanteras!"," Updated: Oct 29, 2024, 07:45 IST","['life-style', 'fashion', 'luxury', 'featured']",114702642
"Dhanteras 2024: Date, City Wise Puja Muhurat in India, Puja Vidhi, Mantras and Significance of Dhantrayodashi Rangoli",https://timesofindia.indiatimes.com/religion/festivals/dhanteras-2024-date-city-wise-puja-muhurat-in-india-puja-vidhi-mantras-and-significance-of-dhantrayodashi-rangoli/articleshow/114656217.cms," Dhanteras 2024 Dhantrayodashi or Dhanteras is going to be celebrated on Trayodashi Tithi of Krishna Paksha in Kartik Month and this year the festival of Dhanteras is being celebrated today i.e., on October 29, 2024. Dhanteras is the festival which is celebrated with immense devotion and people celebrate it with great pomp and show and purchase things like Gold, Silver, Utensils, and other useful items. Here, we are going to give you full information about this festival along with the city wise puja muhurat so let's scroll down the article and check out:Dhanteras 2024: Date and TimeTrayodashi Tithi Begins - October 29, 2024 - 12:01 AMTrayodashi Tithi Ends - October 30, 2024 - 02:45 AMPradosh Kaal -From 06:37 PM to 09:16 PMVrishabh Kaal -From 07:27 PM to 09:19 PMDhanteras Puja Muhurta - From 07:27 PM to 09:16 PMDhanteras 2024: City Wise Puja Muhurat in IndiaCityPuja MuhuratPuneFrom 07:01 P.M. 08:33 PMNew DelhiFrom 06:31 P.M. 08:13 PMChennaiFrom 06:44 PM 08:11 PMJaipurFrom 06:40 P.M. 08:20 PMHyderabadFrom 06:45 P.M. 08:15 PMGurgaonFrom 06:32 P.M. 08:14 PMChandigarhFrom 06:29 PM 08:13 PMKolkataFrom 05:57 PM 07:33 PMMumbaiFrom 07:04 P.M. 08:37 PMBengaluruFrom 06:55 P.M. 08:22 PMAhmedabadFrom 06:59 PM 08:35 PMNoidaFrom 06:31 P.M. 08:12 PMDhanteras 2024: SignificanceDhanteras is the first day of the Diwali festival, which is observed during the Hindu month of Kartik on the 13th lunar day of Krishna Paksha. ""Dhanteras"" is a combination of two words i.e., ""Dhan,"" which means wealth, and ""Teras,"" which refers to the 13th day of the Kartik month. This festival honors Goddess Lakshmi, the goddess of wealth and prosperity, and Lord Dhanvantari, the deity of Ayurveda and health. It is said that observing Dhanteras can help one attract affluence, prosperity, and good health.Lord Dhanvantari was born on the day of Dhantrayodashi and he is believed to have emerged from the ocean during the Samudra Manthan (ocean churning) who held the Amrita (elixir of immortality) in his hands. He is the God, who bless the devotees with good health. The Goddess Lakshmi is also worshipped on the day of Dhanteras. To please her, devotees light lamps, clean their houses, and make rangoli. Buying goods, particularly gold, and silver is believed to bring auspiciousness and prosperity in life. Dhanteras 2024: Puja Rituals1. People wake up early in the morning and take a bath.2. Clean their house, puja room and decorate it with rangoli and flowers.3. Take a wooden plank and place an idol of Lord Kuber, Goddess Laxmi and Lord Ganesha and Lord Dhanvantri.4. As per Puja Muhurat, one must worship them by lighting diya with desi ghee.5. Prepare sweet such as kheer, halwa, Mal pua and other savouries for bhog prasad.6. Light a four faced diya with mustard oil outside house facing towards south west direction and sprinkle Gangajal around it and take blessings of Lord Yama.7. Light 13 diya with desi ghee and perform Laxmi puja by chanting various Goddess Laxmi Mantras, Lord Kuber Mantras and Dhanvantri Mantra.8. Enjoy this day with friends, relatives and family. Celebrate this yearly festival with great zeal.Mahalaxmi MantraOm Shreem Hreem Shreem Kamle Kamlalaye Praseed Praseed Shreem Hreem Shreem Om Mahalaxmi Namah..!!Kuber MantraOm Yakshay Kuberay Vaishravanay Dhandhanyadhipatiye, Dhandhanysamruddhi me dehi dapah swaha..!!Kuber Ashta Laxmi MantraOm Hreem Shreem Kreem Shreem Kuberaya Ashta-Lakshmi Mam Gruhe Dhanam Puray Puraya Nama..!!Dhanvantri MantraAum Namo Bhagavathe, Vasudevaya Dhanvantraye, Amruta Kalasa Hasthaya, Sarvaamaya Vinaashanaaya, Thrailokhya Naathaaya, Sri Mahavishnave Namaha..!!"," Updated: Oct 29, 2024, 10:29 IST","['religion', 'festivals']",114656217
Spain's Rodri wins Ballon d'Or for best player in the world,https://timesofindia.indiatimes.com/sports/football/top-stories/spains-rodri-wins-ballon-dor-for-best-player-in-the-world/articleshow/114709657.cms," Rodri (Image credit: Ballon d'Or) NEW DELHI: In a historic moment for Spanish football, Manchester City midfielder Rodri was crowned the winner of the prestigious Ballon d'Or award on Monday. The 28-year-old Madrid native beat out strong contenders Vinicius Jr and Jude Bellingham, both of Real Madrid, to claim the coveted prize. Rodri's exceptional performances were crucial in Manchester City's unprecedented fourth consecutive Premier League title triumph last season. Additionally, he was named the best player at this year's European Championship, where Spain clinched a record-extending fourth title.Rodri's victory marks a significant milestone, as he becomes the first defensive midfielder to win the Ballon d'Or since Lothar Matthaus in 1990 and only the third Spaniard to receive the honor, following in the footsteps of Alfredo Di Stefano (1957 and 1959) and Luis Suarez (1960). Despite Spain's ""golden generation"" winning the 2010 World Cup and the 2008 and 2012 Euros, no Spaniard had claimed the award in over 60 years. Rodri's unique skillset has been instrumental in Manchester City's dominance in England and Spain's resurgence on the European stage, earning him high praise from his coach, Pep Guardiola, who hailed him as ""the best midfielder in the world.""In his acceptance speech, Rodri emphasized that his victory was not just a personal achievement but a triumph for Spanish football and the often-overlooked role of midfielders. ""Today is not a victory for me, it is for Spanish football, for so many players who have not won it and have deserved it, like (Andres) Iniesta, Xavi (Hernandez), Iker (Casillas), Sergio Busquets, so many others. It is for Spanish football and for the figure of the midfielder,"" Rodri said on stage at the ceremony.""Today many friends have written to me and have told me that football has won, for giving visibility to so many midfielders who have a job in the shadows and today it is coming to light.""I'm a regular guy with values, who studies, who tries to do things right and doesn't try to follow the stereotypes and even so I have been able to get to the top, and it is thanks to all of you.""NO MESSI OR RONALDORodri's win is particularly notable as he becomes only the third player not named Lionel Messi or Cristiano Ronaldo to claim the award since 2008. It also marks the first time since 2003 that neither Messi nor Ronaldo made the final 30-man list of nominees. In other categories, Rodri's national teammate Lamine Yamal won the Kopa Trophy for the best Under-21 player, while Aitana Bonmati secured the women's Ballon d'Or for the second consecutive year. Jennifer Hermoso was honored with the Socrates Award for her role in the fight for women's rights in football and her courageous stance against sexism in sport. Real Madrid, despite boycotting the ceremony in anticipation of Vinicius not winning the men's award, was named men's club of the year, with their manager Carlo Ancelotti receiving the men's coach of the year award. Barcelona claimed the trophy for women's best club after both teams achieved the European and Spanish league double last season.","  Oct 29, 2024, 05:35 IST","['sports', 'football', 'top-stories']",114709657
"'Jigra' box office collection day 18: The Alia Bhatt starrer makes only Rs 25 lakh on third Monday, will struggle for a lifetime business of Rs 35 crore",https://timesofindia.indiatimes.com/entertainment/hindi/bollywood/box-office/jigra-box-office-collection-day-18-the-alia-bhatt-starrer-makes-only-rs-25-lakh-on-third-monday-will-struggle-for-a-lifetime-business-of-rs-35-crore/articleshow/114710776.cms,"  Alia Bhatt starrer 'Jigra' has been having an unfortunate fate at the box office. One had expected that despite its niche reach and appeal, it may end up bringing in those numbers at the box office, just like in case of '12th Fail' or 'Laapataa Ladies'. Though, the budget of 'Jigra' looks certainly higher than these two movies and it may have required more to be a theatrical hit.Jigra Movie ReviewOn its Day 18, the movie has managed to make only Rs 25 lakh according to Sacnilk. This comes as a dip from Sunday number which was around Rs 65 lakh. The total collection of 'Jigra' now is Rs 31.25 crore. At this pace, even a lifetime total of Rs 35 crore seems difficult for 'Jigra'. The film only has two more days before the big Diwali releases dominate at the box office.'Singham Again' and 'Bhool Bhulaiyaa 3' both are set to release on November 1 and the clash between both these biggies will further make 'Jigra' and Rajkummar Rao starrer 'Vicky Vidya...' fizzle out at the box office.While the theatrical business of 'Jigra' hasn't met expectations, the film will not be in loss as it has recovered money from its digital and satellite rights. Meanwhile, the film has performed much better abroad than in India and that's where Alia's stardom does seem to have worked. The overseas collection so far, is $3 million which is around Rs 25 crore, according to box office India. "," Updated: Oct 29, 2024, 06:58 IST","['entertainment', 'hindi', 'bollywood', 'box-office']",114710776
'Vicky Vidya Ka Woh Wala Video' box office collection day 18: The Rajkummar Rao starrer sees a HUGE drop on Monday after a decent Sunday number,https://timesofindia.indiatimes.com/entertainment/hindi/bollywood/box-office/vicky-vidya-ka-woh-wala-video-box-office-collection-day-18-the-rajkummar-rao-starrer-sees-a-huge-drop-on-monday-after-a-decent-sunday-number/articleshow/114710627.cms,"  Rajkummar Rao, Triptii Dimri, Mallika Sherawat starrer 'Vicky Vidya Ka Woh Wala Video' has now completed 18 days at the box office. The film which released on October 11, with 'Jigra' has under-performed, when one sees the massy appeal it has which could have garnered a lot more footfalls, especially from two-tier centres. 'Vicky Vidya..' should have done a better business in Delhi, UP, Gujarat, for it to get some decent numbers.Vicky Vidya Ka Woh Wala Video Movie ReviewVicky Vidya had seena jump on its third weekend and made around Rs 1.2 crore each on both the days. However, it saw a significant downfall on Monday and only collected Rs 45 lakhs according to Sacnilk. The total collection so far, is Rs 40.65 crore. Even if it continues to make in the 40 lakh range for the next 2-3 days more, the film may end up within Rs 42 crore as its lifetime business total.As there's 'Bhool Bhulaiyaa 3' and 'Singham Again'r eleaseing this Diwali, 'Vicky Vidya..' and 'Jigra' just have time till November 1 to get in some more money before both these movies completely fizzle out.The trade says that the lifetime collection of 'Vicky Vidya..' will be more than Rajkummar's movie 'Mr and Mrs Mahi' but less than 'Srikanth'. "," Updated: Oct 30, 2024, 07:56 IST","['entertainment', 'hindi', 'bollywood', 'box-office']",114710627
PM Modi to launch expanded Ayushman coverage for seniors above 70 today,https://timesofindia.indiatimes.com/india/pm-modi-to-launch-expanded-ayushman-coverage-for-seniors-above-70-today/articleshow/114708498.cms,"  NEW DELHI: PM Narendra Modi will on Tuesday launch the expansion of health coverage for all senior citizens aged 70 years and above under the govt’s flagship Ayushman Bharat Pradhan Mantri Jan Arogya Yojana.In a post on X, Modi said, “Tomorrow, on Ayurveda Day at around 12:30 pm, important schemes relating to the healthcare sector will either be launched or their foundation stones will be laid. In a historic moment, Ayushman Bharat will be expanded by launching the scheme to provide healthcare to all those above the age of 70.” People aged 70 years and above, belonging to families already covered under AB PM-JAY, will get an additional top-up cover up to Rs 5 lakh per year for themselves (which they do not have to share with the other members of the family who are below the age of 70 years). All other senior citizens of the age 70 years and above will get a cover up to Rs 5 lakh per year on a family basis, officials said.","  Oct 29, 2024, 04:30 IST",['india'],114708498
Advocate shot dead over old enmity in Saharsa,https://timesofindia.indiatimes.com/city/patna/lawyer-gunned-down-in-saharsa-over-old-rivalry/articleshow/114708425.cms,"  Patna: Unidentified motorcycle-borne criminals on Monday morning shot dead an advocate, Dularchand Sharma (52), while he was going to Simri Bakhtiyarpur railway station in Saharsa district to take a train to reach Saharsa civil court. Police said Dularchand had an old enmity with some people of Khagaria and this could be the reason for his murder. A grievously injured Dularchand, native of Bariyarpur village in Simri Bakhtiyarpur police station area, was rushed to the hospital but he succumbed to his bullet wounds on the way, police said.Saharsa SP, Himanshu, said, “The incident occurred around 8.40am near NH-105. Dularchand was shot twice in the waist and head. We also published the following articles recentlyVegetable seller shot dead during robbery, police detain oneIn Dwarka, a 42-year-old vegetable vendor named Samarpal was fatally shot during a robbery while returning home. Two assailants intercepted him, demanded cash, and then shot him in the chest. Rs 25,000 was reported missing. Police have detained one suspect, while another remains at large. Samarpal was declared dead at the hospital.Minor stabbed, shot dead in Kishangarh by juveniles, 5 heldA 16-year-old boy in Kishangarh was chased, stabbed, and shot dead by four juveniles allegedly directed by Sanjay Mehlawat, who has a criminal background. The incident reportedly stemmed from a prior altercation where the victim slapped one of his attackers. The deceased's friend was also injured in the ambush. Police have arrested Mehlawat and apprehended the juveniles.Heavy rush seen at Udhna railway stationThousands of passengers bound for Uttar Pradesh and Bihar crowded into Udhna railway station in Surat. Extra trains to destinations in North India were arranged to accommodate them for Diwali and Chhath Pooja celebrations. Authorities implemented measures to ensure safety and ease of boarding, with many passengers arriving 24 hours early to secure seats.","  Oct 29, 2024, 04:28 IST","['city', 'patna']",114708425
Ramanand Sagar’s Ramayan fame Anjali Vyas set to return to TV after 30 Years,https://timesofindia.indiatimes.com/tv/news/hindi/ramanand-sagars-ramayan-fame-anjali-vyas-set-to-return-to-tv-after-30-years/articleshow/114710676.cms,"  Ramanand Sagar’s Ramayan character Urmila is returning to TV very soon. Anjali Vyas, who played Urmila, has been traveling between India and Australia and has recently received several offers, including one from the Sagar family.Anjali will be returning to acting after three decades. She said, “I didn’t work after Ramayan as I moved to Australia, although I did meet Ramanand Sagar during a trip while they were making Krishna and was offered a role in it. Now, many offers are coming my way, and while I feel I should accept them, I’ll take a little time before making a decision.”When asked how she was cast in Ramayan, “I heard about the casting for Ramayan, so I went and met the team. They liked my look, and I was short listed for Sita’s role I came to know from the assistant directors. but then Dipika got it, and I accepted the role of Urmila.”Anjali explained, “I was working in South Indian films and doing quite well for myself. Around that time, my parents bought me a house in Juhu, as I was studying at St. Xavier’s. Basu Chatterjee gave me my first chance. ""She added, ""Basu Chatterjee gave me the lead role in his feature film called Lakhon ki Baat’ I was opposite Farooqh Sheik. Can you imagine when I was in school I saw Noorie of Farooqh Sheik and was mesmerised by him later did know that my first Hindi film by Basu Chatterjee would be with Farooqh! Such a sweet humble hero! Other star cast in that film was Sanjeev Kumar Utpal Dutt Anita Raj. Later I did many TV serials of Basu Chatterjee called Darpan.""Rajshri Productions ‘Paying Guest” was my best role how well they projected me. Directed by Sooraj Bhajatyia.I was the lead in the Episode where I played a blind girl’s role and Raj Babu showed me how to act! It reminded me of his very old film Dosti. I also had done B R Chopra’s one episode ‘ Bahadur Shah Zafar’ Gulzar director saw that episode and liked my work.""She added, “I heard about the casting for Ramayan, so I went and met the team. They liked my look, and I was actually considered for the lead role, but then Dipika got it, and I accepted the role of Urmila.”Anjali has been living in Australia for three decades and shared that Indian children there recognized her from Ramayan . The kids I met during Pranoratista in Perth saw me and told me “You look so pretty your eyes are beautiful! Indian Community were shocked to know Urmila has been living in Perth since such a long time.""All the actors from Ramayan are still revered today. Sharing a recent experience, Anjali recounted, “Recently, I visited the ISKCON temple in Kolkata, and people came and touched my feet. When I asked why, they said they recognized me as Urmila from Ramayan.”","  Oct 29, 2024, 06:20 IST","['tv', 'news', 'hindi']",114710676
Individual acts of heroism during disasters to be acknowledged: Min,https://timesofindia.indiatimes.com/city/bhubaneswar/heroic-acts-during-disasters-odisha-minister-to-honor-individuals/articleshow/114708522.cms,"  Bhubaneswar: Individual acts of heroism shown during disasters will be acknowledged in a more meaningful manner, revenue and disaster management minister Suresh Pujari said.“We will be glorifying the efforts of the individuals besides that of institutions. We will felicitate those who contributed in a big way, going beyond their call of duty,” Pujari said. The minister said on Tuesday, when the during observation of the 25th year of the super cyclone on Tuesday the heroism shown, and the role played by the govt machinery and that of individuals will be showcased.Pujari said the works of Shibani Mandal, an ASHA worker in Kendrapada district, stood out during the cyclone. She showed exemplary humanity by carrying a paralytic elderly woman of the village on her back for 1.5 km to the shelter. TNNWe also published the following articles recentlyCyclone Dana: 800 relief shelters ready in Odisha to house evacuated people, says minister Suresh PujariOdisha prepares for an impending severe cyclone by setting up shelters, inspecting relief centers, and ensuring supplies. Officials stress 'zero casualty' and complete evacuation from high-risk areas. Pregnant women are prioritized and police patrols will safeguard evacuated homes. With schools closed and staff on standby, the state ensures readiness with additional disaster response teams and resource deployment.ASHA worker carries elderly woman on her back to cyclone shelterIn Kendrapada district, ASHA worker Sibani Mandal heroically carried an elderly woman on her back to safety at a cyclone shelter as Cyclone Dana approached. Health Minister Mukesh Mahaling commended her dedication. The act of kindness, praised on social media, showcases humanity's resilience and inspires communal support during natural disasters.Cyclone Dana: ASHA worker carries an elderly woman on her shoulders to safety; video goes viralASHA worker Sibani Mandal displayed remarkable bravery by carrying an elderly woman on her back to safety ahead of Cyclone Dana's landfall in Odisha. The heartwarming act, shared by the Press Information Bureau in Odisha, highlights the crucial role ASHA workers play in linking rural communities with the public health system, especially during crises.","  Oct 29, 2024, 04:30 IST","['city', 'bhubaneswar']",114708522
What Washington Post owner Jeff Bezos said on paper not endorsing a presidential candidate: It creates a perception of ...,https://timesofindia.indiatimes.com/world/us/us-presidential-elections/what-washington-post-owner-jeff-bezos-said-on-paper-not-endorsing-a-presidential-candidate-it-creates-a-perception-of-/articleshow/114710599.cms,"  Jeff Bezos, owner of The Washington Post, has openly defended the newspaper's decision to refrain from endorsing a presidential candidate in the 2024 election, arguing that such endorsements create a damaging ""perception of bias."" In an op-ed in the paper, Bezos wrote, ""What presidential endorsements actually do is create a perception of bias. A perception of non-independence. Ending them is a principled decision, and it’s the right one.""The decision marked a significant departure from The Post’s tradition of endorsing presidential candidates for over three decades, a move some critics argue weakens the paper’s role in upholding democratic values. Bezos expressed deep concerns about the public's dwindling trust in the media, claiming that ""Our profession is now the least trusted of all.""In his op-ed, Bezos drew a parallel between election processes and journalism, noting that newspapers, like voting machines, must both operate accurately and be perceived as accurate. This distinction, he argued, is essential but currently lacking in the media landscape. ""Most people believe the media is biased. Anyone who doesn’t see this is paying scant attention to reality"". Bezos acknowledged that while the decision not to endorse a candidate is unlikely to transform public perceptions overnight, it represents ""a meaningful step in the right direction"" towards building trust. He admitted the timing was less than ideal, revealing that the paper's management made the decision just weeks before the election, which he described as ""inadequate planning.""Bezos, said that the move is part of a larger battle to protect credible journalism amid rising misinformation. ""The world needs a credible, trusted, independent voice,"" he said.The Amazon CEO concluded with a call for renewed purpose, declaring that he would not let The Post fade into ""irrelevance,"" stating, ""Now more than ever, the world needs a credible, trusted, independent voice.""Backlash and resignationsThe decision has stirred controversy within The Post, leading to criticism from staff and readers alike. Veteran columnist Robert Kagan, an outspoken critic of Donald Trump, resigned, while former editor Marty Baron condemned the move as ""cowardice."" Critics have questioned Bezos’s motivations, noting his business ties and history of clashes with Trump, and argue that the decision undermines The Post’s responsibility to hold public figures accountable. This frustration extended to The Post’s readership, as NPR reported that over 200,000 digital subscribers have cancelled subscriptions in protest.Earlier, Publisher and chief executive officer of the paper, William Lewis framed the decision as a return to The Post's early traditions, explaining to staff that the paper aimed to create an ""independent space"" free from political sway. However, Lewis acknowledged that readers may interpret the decision as an implicit endorsement or condemnation of a candidate, but reiterated that it aligns with The Post's principles of integrity and independence. Bezos dismissed claims that any political agenda influenced the decision, recounting an incident on the day of the announcement when Blue Origin CEO Dave Limp unexpectedly met with former President Trump. “I sighed when I found out,” Bezos noted, “because I knew it would provide ammunition to those who would like to frame this as anything other than a principled decision.”"," Updated: Oct 29, 2024, 10:01 IST","['world', 'us', 'us-presidential-elections']",114710599
"Marking farm lands as waqf assets an error, will withdraw notices: Karnataka",https://timesofindia.indiatimes.com/india/marking-farm-lands-as-waqf-assets-an-error-will-withdraw-notices-karnataka/articleshow/114709098.cms,"  BENGALURU: Admitting its mistake in erroneously marking 1,200 acres of farmers’ land in Karnataka’s Vijayapura district as Waqf Board assets, the state govt announced Monday that it will withdraw notices issued to the farmers.Govt’s hasty U-turn from the planned takeover of the land in Tikota taluk’s Honavada follows protests by farmers and Congress’ fear of BJP raising the bogey of ‘land jihad’ in the upcoming bypolls. Sensing trouble, infrastructure development minister and Vijayapura district incharge MB Pati on Sunday conceded that only 11 acres belong to Waqf Board and attributed the mistake to “an error in a gazette notification”. “Congress govt does not have any intention of taking away farmers’ land. BJP is pursuing politics in the matter unnecessarily,” law and parliamentary affairs minister HK Patil said, blaming the tahsildar for the error.On demands for the resignation of house and Waqf minister BZ Zameer Ahmed Khan, HK Patil said, “Why should Zameer quit? If the tahsildar had served the notices, then the deputy commissioner will investigate it.”Bangalore South BJP MP, Tejasvi Surya, visited the affected farmers on Friday and criticized the govt. BJP’s R Ashoka on Monday alleged that Congress was attempting to “seize 15,000 acres of farmland” in Vijayapura in the guise of Waqf acquisition."," Updated: Oct 29, 2024, 04:53 IST",['india'],114709098
Punjab mins meet guv for paddy space,https://timesofindia.indiatimes.com/city/chandigarh/punjab-ministers-urge-governor-for-urgent-rice-lifting-amidst-storage-crisis/articleshow/114708420.cms,"  Chandigarh: Punjab ministers Harpal Singh Cheema, Harjot Singh Bains, and Hardeep Singh Mundian on Monday submitted a memorandum to governor Gulab Chand Kataria, requesting his intervention with the Centre to expedite the lifting of rice in the state. Later, interacting with the media, Cheema said they informed the governor about the Centre’s delay in moving rice from shellers, which was causing issues in lifting paddy from grain markets. The memorandum also highlighted the problem of low rice yield from paddy.Cheema also accused BJP-led Centre of punishing Punjab’s farmers and of attempting to defame the state’s farmers, arhtiyas, and rice millers. TNNWe also published the following articles recentlyCentre to evacuate 40 lakh tonnes of rice to create space for paddy storage in PunjabIn response to storage issues affecting paddy procurement in Punjab, the Centre plans to move 40 lakh tonnes of rice in the next few months and create an additional 20 lakh tonnes of storage. This measure aims to address farmers' concerns and ensure efficient procurement. The FCI will relocate stocks weekly and consider using wheat storage facilities.Centre to buy every single grain of paddy from Punjab; no state-specific relaxation in procurementUnion food minister Pralhad Joshi assured Punjab farmers of full paddy procurement despite storage rumors, emphasizing uniform norms across India. The state seeks relaxation due to hybrid varieties lowering Out of Turn Ratio. Amid political friction, Joshi cited sufficient storage and outlined efforts to create additional capacity, ensuring comprehensive paddy procurement at MSP.Punjab farmers protest against paddy procurement woes amidst rising tensionsIn Punjab, paddy procurement and lifting issues have escalated, leading multiple farmer groups to protest by blocking roads, rail traffic, and toll plazas. Despite assurances from Chief Minister Bhagwant Mann, the situation remains unresolved, with grain lifting complications due to storage constraints and low yield from hybrid varieties, creating significant discontent among farmers.","  Oct 29, 2024, 04:28 IST","['city', 'chandigarh']",114708420
